parcel,bedrooms,bathrooms,living_area,total_value,half_baths,construction_quality,condition_score,garage_type,finished_basement_No,total_land,zipcodes,house_age,Inflation_Adj_Cost1,Inflation_Adj_Cost2
71403052,3,1,1305,117100,0,5,5,2,2,7500,6,67,0,172800
71403053,2,2,864,93000,0,5,5,2,2,7500,6,91,159790,147580
71403054,3,1,1549,124300,1,5,5,2,2,7500,6,70,127140,0
71403055,3,2,1304,125000,0,5,5,2,2,7500,6,92,136250,0
71403056,3,1,1062,100400,0,5,5,2,2,7500,6,100,0,42400
71403057,3,1,1600,141700,0,5,5,2,1,11625,6,96,172720,0
71403058,3,1,1416,108500,1,5,5,5,2,11625,6,73,101640,61380
71403060,2,1,820,83800,0,5,5,2,2,7750,6,71,0,0
71403061,3,1,1120,102000,0,5,5,2,2,7750,6,57,197600,0
71403062,2,1,720,68000,0,4,5,2,2,7750,6,71,74120,0
71403063,3,1,1144,112600,0,4,5,2,2,7750,6,69,0,146700
71403064,2,1,792,83400,0,5,5,2,2,7750,6,71,0,0
71403065,3,1,1188,99000,1,5,5,2,2,7750,6,71,145340,0
71403066,1,1,1188,104400,0,5,5,2,2,7750,6,71,73025,91000
71403067,2,1,694,81000,0,4,5,2,2,7750,6,96,35400,123250
71403068,4,1,1379,109700,0,5,5,5,2,7750,6,70,127110,0
71403069,4,1,1758,125000,0,4,6,2,2,9425,6,69,0,104810
71404001,3,1,1120,98600,0,5,5,2,2,6435,6,70,126175,0
71404002,3,1,955,55300,0,5,5,2,2,5720,6,91,58565,148720
71404003,2,1,821,89700,0,5,5,2,1,6435,6,92,0,0
71404004,3,1,1179,92000,0,5,5,2,2,6435,6,76,0,97520
71404005,2,1,1179,100300,0,5,5,2,2,6435,6,76,0,0
71404006,3,1,1120,79000,0,5,5,2,2,5720,6,57,135000,83740
71404007,4,2,1317,113300,0,5,5,2,2,6149,6,69,115464,0
71404008,2,1,1531,107700,0,5,5,2,2,6149,6,69,91391,195025
71404009,3,1,1422,96000,0,4,5,2,2,6149,6,71,84000,108650
71404010,1,1,1179,102600,0,5,5,2,2,6292,6,76,0,91770
71404011,3,1,1179,99300,0,5,5,2,2,6149,6,75,94640,0
71404012,3,1,1179,99500,0,5,5,2,2,6192,6,76,0,149960
71404013,2,1,1179,84500,0,5,5,2,2,6149,6,76,89570,156400
71404014,3,1,1187,90000,0,5,5,2,2,6149,6,76,67500,0
71404015,3,1,1179,86200,0,5,5,2,2,6292,6,76,162630,161020
71404017,2,1,1174,95200,0,5,5,2,2,6390,6,76,71390,0
71404019,3,1,1174,98700,0,5,5,2,2,6006,6,76,157760,0
71404020,3,1,1174,98700,0,5,5,2,2,6006,6,76,155400,0
71404021,1,1,1099,59000,0,5,5,2,1,6149,6,94,77250,66080
71404022,3,1,1174,80000,0,5,5,2,2,6149,6,76,106090,87200
71404023,3,2,1174,80000,0,5,5,2,2,6149,6,76,89600,0
71404024,3,2,1174,97700,0,5,5,2,2,5800,6,76,0,180550
71404025,3,1,1174,95200,1,5,5,2,2,6006,6,76,0,51500
71404026,2,1,840,92900,1,5,5,2,2,7600,6,92,74340,0
71404027,3,1,1225,95000,1,5,4,2,2,7500,6,74,97850,0
71404028,3,2,1152,113900,1,6,5,5,2,7600,6,92,0,0
71404029,3,1,991,98800,1,4,5,2,2,7600,6,92,47840,0
71404030,3,1,1225,105400,0,5,5,2,2,7750,6,74,169900,75705
71404031,3,1,1509,110800,0,5,5,2,2,11925,6,74,0,0
71404032,3,1,1225,105000,0,5,5,2,2,13875,6,74,0,114450
71404040,3,1,1377,98300,0,5,5,2,2,7000,6,68,163625,124200
71404041,3,1,1314,107100,0,5,5,2,2,7500,6,68,0,0
71404042,3,1,1170,103200,1,5,5,2,2,7500,6,70,112000,0
71404043,3,1,1158,98100,1,5,5,2,2,7500,6,70,0,106929
71404044,4,2,1550,108200,0,5,5,2,1,7500,6,74,0,0
71404045,3,1,1393,119500,1,5,5,2,2,7500,6,74,0,0
71404046,3,1,1285,106600,0,4,5,2,2,7500,6,92,130810,157300
71404047,3,1,1206,127000,0,5,5,2,1,2500,6,70,142240,112744
71404048,4,1,1531,112600,1,5,5,2,2,7500,6,92,120000,135290
71404049,3,1,1106,110600,0,5,6,2,2,7500,6,94,95380,0
71404051,3,1,1332,120500,0,5,5,2,1,7500,6,69,127730,199465
71404054,2,1,1081,97500,1,5,5,5,2,6250,6,68,118580,104000
71404055,2,1,1245,106800,0,5,6,5,2,6270,6,70,159075,81200
71404056,2,1,1144,105500,1,5,5,2,2,8525,6,100,120510,183180
71404057,4,2,1708,117600,0,5,5,5,2,7750,6,71,210250,155660
71404058,3,1,1378,110100,0,4,4,1,1,7750,6,93,0,35400
71404059,3,1,1030,107800,0,5,6,5,2,7750,6,72,0,220100
71404060,2,1,588,65400,0,2,4,2,2,10200,6,100,0,0
71404061,3,1,1152,86900,0,5,3,2,2,9300,6,92,62400,0
71404063,3,1,1556,137500,0,7,6,5,1,7750,6,90,149875,171120
71404064,2,1,794,82900,0,5,4,2,2,7750,6,70,0,0
71404065,3,1,1184,104300,0,5,5,2,2,7750,6,70,38955,72600
71404066,3,1,1200,105000,0,5,5,5,1,7750,6,73,0,0
71404081,4,1,1248,88200,1,5,5,2,2,6435,6,70,0,47880
71405002,3,1,1046,103300,0,5,5,2,2,8820,6,69,102850,0
71405003,4,2,2241,172000,1,7,6,5,2,11832,6,54,313200,312000
71405004,2,2,2328,182000,0,7,6,5,2,11122,6,53,0,0
71405006,4,1,1746,107200,0,5,4,5,1,8640,6,78,104780,0
71405007,2,1,968,96800,0,5,5,2,2,8100,6,79,0,0
71405008,2,1,1904,126600,0,5,5,2,2,9000,6,83,272640,152945
71405009,4,2,2260,165000,1,7,5,5,2,10350,6,53,174900,0
71405010,4,1,1356,118100,0,4,5,5,2,10200,6,71,90400,0
71405011,3,1,1558,129800,0,5,5,2,2,11900,6,82,0,170200
71405012,3,1,1212,110700,0,5,5,5,2,9185,6,72,64019.03,74340
71405013,3,1,1437,107800,0,5,5,5,1,32234,6,69,141450,0
71405014,2,1,1437,107600,0,5,5,5,1,32234,6,69,0,0
71405015,4,1,2186,154500,0,5,5,2,2,47044,6,92,87020,0
71405016,3,1,1568,147600,0,5,5,2,2,41120,6,98,0,0
71405017,3,2,1595,101300,0,5,5,1,1,28139,6,74,181250,0
71405018,2,1,1049,102000,1,6,5,5,2,44650,6,70,0,0
71405019,3,1,2700,171400,0,5,5,2,1,47044,6,94,75950,75950
71405020,3,1,1344,141700,1,6,5,5,2,11050,6,41,250240,0
71405021,3,1,1440,103000,0,5,5,5,2,9800,6,70,0,148750
71405022,3,1,1272,110100,0,5,5,2,2,8750,6,69,47880,0
71405023,3,1,864,89900,0,5,4,5,2,8750,6,71,0,0
71405024,3,1,1540,132200,1,7,6,5,2,8750,6,90,178100,0
71405025,3,1,1412,116000,1,5,5,2,1,9450,6,92,113300,198800
71405026,3,1,1548,115200,0,5,5,2,1,8050,6,70,172780,138320
71405027,3,1,1431,148000,1,5,5,2,2,8750,6,71,154500,156880
71405028,2,1,1431,114500,1,5,5,2,2,8750,6,71,0,0
71405029,3,1,1236,109300,0,5,5,2,2,8750,6,71,0,0
71405030,4,1,1326,111900,1,5,5,2,2,8750,6,69,165620,0
71405031,4,1,1825,124500,0,5,5,5,2,8750,6,70,0,0
71405032,3,1,1492,155000,1,5,6,2,1,14700,6,23,168950,258400
71405033,3,1,1548,124500,1,5,6,2,1,7350,6,95,0,227200
71405034,3,1,1560,125000,0,5,5,2,2,24393,6,74,136250,0
71405035,4,1,1144,97200,0,5,5,5,2,8640,6,75,0,86110
71405036,3,1,1398,100000,1,5,5,5,2,9350,6,71,0,0
71405037,2,1,816,99400,0,5,5,5,2,10200,6,71,98580,105834.18
71405038,3,2,1486,115400,0,5,5,2,2,8820,6,69,100940,190125
71405039,2,1,1934,126600,0,5,5,2,2,8820,6,69,0,0
71405040,2,1,1262,110300,0,5,5,2,2,9000,6,69,130650,0
71405041,4,1,1817,133500,1,5,5,5,2,32234,6,69,149352,0
71405043,4,1,1994,187700,1,7,5,5,2,10400,6,54,186990,323400
71405044,4,1,2228,160000,1,7,5,5,2,10350,6,53,0,0
71405045,4,2,2157,198700,1,7,6,5,2,8832,6,54,306460,0
71405046,4,2,2096,201000,1,5,6,5,2,11424,6,54,213060,152486.88
71405047,3,2,2561,193400,1,6,6,5,2,15652,6,54,129800,0
71405048,4,1,2317,195800,0,7,5,5,2,10395,6,53,0,0
71405049,4,1,2342,166000,1,7,5,5,2,10125,6,53,180940,0
71405050,3,2,2312,195100,1,7,5,5,2,10125,6,53,369600,0
71405052,4,2,2946,221100,1,7,6,5,2,12358,6,53,0,368000
71405053,3,2,2946,224900,1,7,6,5,2,13527,6,53,228660,0
71405054,4,2,2260,199700,1,7,5,5,2,10920,6,53,189740,240720
71405055,4,1,2205,195500,1,7,5,5,2,11180,6,54,0,0
71405056,3,1,1770,155100,1,6,5,5,2,10989,6,41,158120,195000
71405057,3,1,1918,159900,2,6,5,5,2,10938,6,41,292400,0
71405058,3,2,1272,119500,0,5,5,2,2,19664,6,92,186900,136325
71406001,2,1,831,62500,0,5,5,2,2,9911,6,71,68125,0
71406002,3,1,1176,122100,0,5,5,2,2,13500,6,77,0,160022
71406003,3,1,1377,113600,1,5,5,5,2,9000,6,75,0,0
71406004,2,1,1545,117500,1,5,5,5,2,9000,6,71,0,79005
71406005,3,1,1152,107300,0,5,6,5,2,9000,6,79,159650,73130
71406006,3,1,1433,120300,0,5,5,5,2,10200,6,70,107000,0
71406007,3,1,1296,123700,0,5,5,2,2,7200,6,95,103500,0
71406008,4,2,2364,138300,0,5,5,2,2,11050,6,63,264920,248000
71406009,3,1,1594,132000,1,5,5,2,2,11050,6,95,136475,0
71406010,3,1,2060,153100,0,4,5,2,2,17680,6,87,170200,0
71406011,3,1,1602,126500,0,5,5,2,2,11700,6,69,177500,0
71406012,4,1,1292,127500,0,5,5,5,1,11700,6,80,147250,0
71406013,2,1,888,103400,0,5,5,2,2,11700,6,78,113905,146050
71406014,3,2,1193,113000,0,5,5,2,2,25700,6,79,0,185920
71406015,3,1,1118,110000,0,5,5,2,1,24829,6,79,123200,60888
71406016,3,2,1813,116900,0,5,5,2,2,25264,6,95,126670,169400
71406017,3,1,1092,115000,0,5,5,2,2,11475,6,105,125350,0
71406020,2,1,1184,109200,0,5,5,2,2,51836,6,79,194350,0
71406021,3,1,1600,120200,0,5,5,5,2,9625,6,69,161120,169260
71406022,3,2,1275,112100,0,5,5,5,2,9275,6,71,147500,236350
71406023,3,1,1582,120000,0,5,5,2,1,9275,6,74,97010,0
71406024,4,1,2166,134600,0,6,5,5,1,9625,6,71,0,147400
71406025,2,1,1087,105200,0,5,5,2,2,8925,6,76,0,127260
71406026,3,2,1356,114400,0,5,5,2,2,9100,6,71,114845,83056
71406027,4,3,1512,117500,0,5,5,2,2,9100,6,94,164500,78970
71406028,4,1,1670,121800,1,5,5,2,2,9100,6,90,0,98470
71406029,3,1,915,79500,0,5,5,2,2,9100,6,77,84270,140847
71406030,3,1,1204,126000,1,5,5,2,2,9100,6,74,133560,180180
71406031,4,2,1504,155000,1,6,6,5,2,8750,6,69,164300,262700
71406032,2,1,864,97900,0,5,5,2,2,9100,6,68,0,77050
71406033,4,1,1296,112300,0,5,5,2,2,9100,6,68,127205,176890
71406034,3,2,1746,122800,0,5,5,2,2,9000,6,69,194600,0
71406035,3,2,1662,111300,0,5,4,2,2,9000,6,69,0,0
71406036,3,1,864,96800,0,5,4,2,2,9000,6,69,0,141810
71406037,3,1,1746,122800,0,5,5,2,2,9000,6,69,0,118900
71406038,3,1,1296,111300,0,5,5,2,2,9000,6,69,161200,216503
71406039,3,1,1296,111400,0,5,5,2,2,9000,6,69,179690,0
71406040,2,1,816,69900,0,5,5,5,2,9796,6,71,74094,0
71406041,3,1,1170,107700,1,5,5,2,2,9000,6,71,155660,104475
71406042,4,1,1365,113100,1,5,5,2,2,9000,6,71,0,76320
71406043,3,1,1524,122100,0,5,5,2,2,10200,6,70,152000,0
71406044,2,1,786,95900,0,5,5,5,2,8635,6,71,76015,146470
71406045,2,1,1180,109300,0,5,5,5,1,8690,6,71,165647,129000
71406046,4,1,1715,124000,0,5,5,5,2,9911,6,70,194810,149600
71406047,4,2,1854,127000,0,5,5,2,2,9911,6,71,156457,113430
71406048,3,1,1625,121800,0,5,6,2,2,9911,6,71,159650,211400
71406049,3,2,1322,109900,0,5,5,5,2,9911,6,71,87360,0
71406050,3,1,1781,140200,0,5,5,2,2,14025,6,71,149500,0
71406051,4,1,1469,106200,0,5,4,2,2,26136,6,70,87687.5,0
71406052,3,1,1183,110000,1,5,5,2,1,9900,6,64,0,0
71406053,3,1,1183,110100,0,5,5,2,2,9900,6,64,125550,113050
71406054,3,1,1183,110200,0,5,5,2,2,9900,6,64,224750,211950
71406055,3,1,1183,110100,1,5,5,2,2,9900,6,64,231575,0
71406056,3,1,1183,110200,0,5,5,2,2,9900,6,64,205380,190970
71407001,2,1,1156,117700,0,5,5,5,2,12600,6,65,0,0
71407002,3,2,1820,146100,0,6,6,5,1,12240,6,35,244640,239080
71407003,3,2,1880,143300,1,6,5,5,1,11090,6,32,0,175500
71407004,2,1,1548,107000,0,5,5,5,2,12414,6,94,185000,60000
71407005,4,2,3175,210600,1,7,6,5,1,19963,6,33,302820,0
71407006,2,1,1800,121400,0,5,5,2,1,12500,6,100,0,162740
71407008,3,1,2358,119700,0,5,6,2,1,49222,6,110,149350,61800
71407009,3,1,1999,120000,0,4,5,2,2,24393,6,73,127200,0
71407011,4,2,1530,107300,0,5,5,2,2,24393,6,105,236919,223147
71407012,3,1,1400,102900,0,5,5,2,2,24393,6,103,0,47200
71407013,4,2,1824,144000,1,4,5,2,2,24393,6,70,156960,0
71407014,3,1,1568,109400,0,4,5,2,2,24393,6,78,53985,17995
71407015,3,1,1320,117300,0,4,5,1,1,49400,6,100,0,144440
71407017,4,2,2117,180100,1,6,6,5,1,24393,6,29,319000,306160
71407018,4,2,1890,119600,0,5,5,2,2,24393,6,69,0,208318
71407019,2,1,1100,107500,0,4,5,2,2,24393,6,76,93730,0
71407020,3,1,1426,123200,1,5,5,2,2,24393,6,70,151050,248810
71407021,3,1,1536,108000,1,4,5,5,2,11700,6,68,117720,0
71407022,2,1,1314,106600,0,5,5,5,2,11700,6,70,116194,0
71407023,2,1,820,100100,0,4,5,2,2,11640,6,70,0,220100
71407024,3,1,1296,111100,1,5,5,2,2,9000,6,69,214305,0
71407025,3,1,1296,111500,0,5,5,2,2,9000,6,69,0,0
71407026,2,1,1296,111100,0,5,5,2,2,9000,6,69,0,0
71407027,3,1,1296,93900,1,4,5,2,2,9000,6,69,102351,194620
71407028,4,1,1714,104200,0,5,4,2,2,9000,6,69,83058.5,0
71407029,4,1,1512,116800,1,5,5,2,2,9000,6,69,0,0
71407031,2,1,857,79000,1,5,5,2,2,8750,6,96,49820,145000
71407032,4,2,1324,119000,1,4,5,2,2,8750,6,70,129710,170280
71407033,2,1,742,92300,0,4,5,2,2,8750,6,96,144440,133630
71407034,3,1,1577,118400,1,5,5,5,2,8750,6,71,0,0
71407035,3,1,1479,115500,0,5,5,2,1,8750,6,70,135700,154985
71407036,2,1,838,96900,0,5,5,2,2,9100,6,70,182000,192400
71407037,3,1,1186,106700,0,4,5,2,2,8225,6,73,117650,0
71407038,3,3,1332,108800,0,5,5,2,2,7875,6,70,266743,105040
71407039,3,1,1314,100000,0,5,5,2,2,7875,6,70,106000,106950
71407040,3,1,1087,88800,0,5,5,2,2,14000,6,77,0,0
71407041,2,1,1388,113600,1,5,5,2,1,8750,6,76,194790,0
71407042,2,1,1040,95000,0,5,5,2,2,8750,6,71,153790,0
71407043,4,1,1345,112000,0,5,5,2,1,8750,6,76,163240,0
71407044,3,1,1044,103500,0,5,5,2,2,8750,6,77,50151.5,42167.05
71407045,3,1,1323,100000,0,5,5,2,2,8750,6,76,102350,203645
71407046,3,1,1087,104700,0,5,5,2,2,8750,6,77,0,0
71407047,2,1,1602,118600,0,5,5,2,1,8750,6,82,169400,0
71407048,4,1,1664,121700,1,5,5,5,2,12500,6,68,138700,0
71407049,2,1,1269,110300,0,5,5,5,2,12500,6,71,0,0
71407050,3,1,1224,99900,1,5,4,5,2,12500,6,71,67500,0
71407052,3,1,1652,128400,1,5,5,5,2,12000,6,68,125925,182785
71407053,2,1,1089,110800,0,5,5,2,2,12000,6,100,41300,0
71407054,3,1,1156,92000,0,5,5,5,2,8150,6,65,92650,199800
71407055,3,2,1985,128100,0,5,5,5,2,12000,6,68,0,0
71407056,3,1,1241,124500,0,5,5,2,2,8160,6,65,181125,240470
71407057,3,1,1282,111800,0,5,5,2,2,8160,6,65,195465,0
71407058,3,1,1102,102900,0,5,5,2,2,24393,6,58,0,171950
71407059,3,1,1372,101500,0,4,5,2,2,24393,6,52,0,206400
71407060,4,2,1744,123600,0,5,5,2,2,12500,6,50,163710,0
71407061,4,2,2016,138900,1,5,5,2,2,7500,6,100,175000,186300
71407063,3,2,1987,145400,1,6,6,5,1,11078,6,33,183000,0
71407064,3,1,1951,128800,0,5,5,2,1,12497,6,95,233520,0
71407065,4,2,2728,196800,1,7,6,5,1,32110,6,21,279660,84000
71408001,3,1,1546,108000,0,5,5,5,2,24393,6,70,120420,0
71408002,3,2,2068,123700,1,5,5,2,1,24750,6,74,147600,115960
71408003,3,2,1992,149900,0,5,5,5,2,39204,6,71,0,0
71408004,3,2,1438,120500,1,5,5,5,2,27442,6,71,0,124800
71408005,3,2,1711,119300,0,5,5,5,1,19602,6,72,132160,189280
71408006,2,1,815,80700,0,5,5,2,2,19602,6,75,0,0
71408007,3,1,1218,102000,0,5,5,2,2,19602,6,74,0,110740
71408008,3,1,1197,101300,1,5,5,5,2,19602,6,72,187450,0
71408009,3,1,1819,122100,1,5,5,2,2,19602,6,68,0,0
71408010,2,1,1498,131200,0,5,5,2,1,19602,6,72,262700,169100
71408011,3,1,1576,138200,1,6,6,2,2,19602,6,74,0,0
71408012,3,1,1160,103800,0,5,5,2,2,8276,6,60,0,0
71408013,3,1,978,119600,0,6,6,2,2,12690,6,95,0,0
71408014,3,1,1262,125500,0,6,5,2,2,14810,6,99,0,0
71408015,3,1,1968,158700,0,5,6,2,2,47044,6,64,0,0
71408016,2,1,1200,101900,0,5,5,2,2,24393,6,64,36050,0
71408017,4,2,1734,133300,0,5,5,2,2,24393,6,72,0,0
71408018,3,1,1121,90600,0,5,5,5,2,24393,6,78,179820,98000
71408019,3,1,1198,94000,0,5,5,2,2,24393,6,76,220520,0
71408021,3,1,1508,105800,0,6,5,2,1,24393,6,83,0,0
71408022,4,1,1624,111100,0,5,5,2,2,24393,6,76,0,0
71408023,2,1,1881,137900,1,5,5,2,2,24393,6,74,0,0
71408024,3,1,1056,114700,1,5,5,5,2,12250,6,70,0,0
71408025,4,2,1583,131000,1,5,5,5,1,12250,6,70,164697,0
71408026,3,1,1456,126300,0,5,6,2,2,8750,6,82,195510,113125
71408027,3,1,1116,115500,1,6,6,5,2,8750,6,68,134540,0
71408028,4,1,1737,135900,1,6,6,5,2,8750,6,70,143685,0
71408029,4,1,2006,143300,1,6,6,5,2,8750,6,70,0,236652
71408030,3,1,1128,105600,1,6,5,5,2,8750,6,69,121000,0
71408031,3,1,1086,114500,0,6,6,5,2,8750,6,69,83740,144160
71408032,3,2,1223,119800,0,6,6,5,2,8750,6,69,127600,0
71408033,3,1,1319,123100,1,6,6,5,2,8750,6,69,151760,0
71408034,3,1,1343,123600,0,6,6,5,2,8750,6,72,198037,0
71408035,3,1,1648,131200,0,6,6,5,2,8050,6,43,203000,192500
71408042,4,1,1816,113200,1,5,5,2,2,9000,6,95,133560,0
71408043,2,1,1164,102400,0,5,6,5,2,9000,6,65,199500,158360
71408044,2,1,1049,91200,1,5,5,5,2,10500,6,65,0,0
71408045,3,1,1164,111900,1,5,6,5,2,6525,6,72,203060,188800
71408048,3,1,1248,92000,0,5,5,5,2,10000,6,75,0,0
71408049,3,1,1430,96700,1,5,5,5,2,10000,6,69,0,124099
71408050,4,2,2496,122800,0,5,5,2,2,10000,6,64,53100,0
71408053,4,2,2496,122800,0,5,5,2,2,10000,6,64,106200,0
71408054,3,1,1164,102400,0,5,5,5,2,6525,6,71,176790,189505
71409001,2,1,1218,111100,0,5,5,2,2,8800,6,70,186020,134125
71409002,3,1,1470,114700,0,5,5,2,2,8000,6,70,0,172660
71409003,4,1,1855,137800,1,5,5,5,2,8000,6,69,150202,0
71409004,3,2,1540,128000,1,5,6,5,1,8000,6,69,157505,152000
71409005,2,1,1436,124600,0,5,6,2,1,8000,6,68,216050,0
71409006,2,1,1296,100700,0,5,4,2,2,8000,6,68,154000,0
71409007,4,2,1620,118400,0,5,5,2,2,8000,6,68,0,0
71409008,3,1,1377,112300,0,5,5,5,2,8000,6,71,0,0
71409009,2,1,1036,110600,0,5,5,5,2,8000,6,69,116600,224360
71409010,3,1,2088,129200,0,5,5,2,1,8000,6,80,130810,233450
71409011,3,2,2129,173300,0,4,5,5,1,8000,6,23,0,0
71409012,3,1,1230,103500,0,5,5,2,2,6400,6,65,186830,167890
71409013,3,1,1212,102900,0,5,5,2,2,6400,6,70,0,234050
71409014,2,1,1327,107300,0,5,5,2,2,6720,6,69,0,0
71409015,3,1,1327,106700,1,5,5,2,2,6720,6,68,0,224895
71409016,4,2,1371,112100,1,5,6,2,2,8000,6,69,162740,67852.5
71409017,3,2,1259,109200,0,5,5,5,2,8000,6,69,109200,159000
71409018,3,1,1165,106600,0,5,6,5,2,8000,6,69,158517,143960
71409019,3,1,1368,112400,0,5,5,5,2,8000,6,70,146060,0
71409020,3,1,1362,112300,0,5,5,5,2,8000,6,70,125350,199465
71409021,3,1,1296,110300,1,5,5,2,2,8000,6,68,0,156090
71409022,3,1,1316,110900,0,5,5,5,2,8000,6,71,0,0
71409023,3,1,1532,115800,1,5,5,2,1,8000,6,69,0,0
71409024,3,1,1272,109700,0,5,5,5,2,8000,6,69,153670,78740
71409025,3,1,1152,115900,0,5,6,2,2,8000,6,93,157300,135750
71409026,4,2,2499,141800,1,5,5,5,2,8800,6,70,0,0
71409027,4,1,1979,145400,2,5,6,5,2,9075,6,73,153470,0
71409028,4,1,1181,107500,0,5,5,2,2,8250,6,79,157000,199240
71409030,3,2,1381,112600,0,5,5,2,2,8250,6,69,133330,0
71409031,4,1,1370,116200,1,6,5,5,2,8250,6,69,0,0
71409032,3,1,1435,113800,1,5,5,2,2,8250,6,69,133000,0
71409033,3,2,1316,121300,0,5,6,2,2,8250,6,70,176530,210270
71409034,2,1,936,100500,0,4,5,2,1,8250,6,95,79500,69850
71409035,2,1,664,84100,0,4,5,2,2,16500,6,95,25000,0
71409037,3,2,1782,122200,1,5,5,2,2,8250,6,51,215840,0
71409038,3,2,1274,143800,0,4,5,2,1,6930,6,95,0,157940
71409040,3,1,1552,127300,1,4,5,2,2,13024,6,100,0,0
71409041,3,2,1257,110500,1,5,5,5,2,10500,6,69,175712,153920
71409042,3,1,1293,105900,1,5,5,5,2,8800,6,69,0,163210
71409043,3,1,1377,108200,0,5,5,2,2,8800,6,95,0,0
71409044,3,1,1302,111000,0,5,5,2,2,8800,6,70,90160,0
71409045,2,1,1696,116300,0,5,5,5,1,8800,6,68,135000,0
71409046,3,1,1404,74000,1,5,5,2,2,8800,6,68,0,0
71409047,3,1,1186,103000,1,5,5,2,2,8800,6,70,0,60180
71409048,3,1,1553,116800,0,5,5,2,2,8500,6,71,158000,109825
71409049,3,1,1368,115400,1,5,5,2,2,8800,6,66,0,0
71409050,3,1,1122,101100,0,5,5,2,2,8800,6,79,60180,197241
71409051,2,1,880,94800,1,5,5,2,1,9680,6,72,0,0
71410001,3,2,1350,113700,0,4,5,2,1,8480,6,90,192011,142500
71410002,2,1,1431,115700,0,5,5,2,1,8480,6,67,222230,226440
71410003,3,1,1080,90000,1,5,5,2,2,8480,6,79,0,0
71410004,3,1,1457,117700,1,5,5,5,2,8800,6,70,0,0
71410005,2,1,1767,122500,1,5,5,5,2,8160,6,70,192240,0
71410006,2,1,1284,112100,0,5,5,5,1,8000,6,71,143960,177625
71410007,2,1,1995,128500,0,5,5,5,1,8320,6,70,0,66048
71410008,3,1,1386,111800,0,5,5,2,2,8320,6,79,0,0
71410009,4,2,1523,141800,0,5,5,5,2,8320,6,69,166375,227120
71410010,3,1,1388,114100,0,5,5,2,2,8320,6,92,244640,126600
71410011,3,1,936,100800,0,5,5,2,2,8320,6,77,210018,210018
71410012,3,1,1720,122300,0,5,5,2,2,8320,6,66,135680,203060
71410013,4,1,1459,116000,0,5,5,5,1,8320,6,66,0,134325
71410014,4,1,1522,117100,1,5,5,5,2,8320,6,67,201110,0
71410015,4,1,1936,140600,1,5,6,2,2,8320,6,70,0,0
71410016,4,1,1411,114600,0,5,5,2,2,8320,6,67,0,203850
71410017,4,1,1170,108200,0,5,5,2,2,8320,6,70,220520,0
71410018,2,1,1114,106100,0,5,5,2,2,8320,6,71,211249,179840
71410019,3,1,1296,111500,0,5,5,2,2,8320,6,68,0,0
71410020,4,2,1324,114900,0,5,5,2,1,8320,6,69,161014,194600
71410021,3,1,1242,110200,0,5,5,2,2,8320,6,71,201585,110700
71410022,3,1,1278,110200,0,5,5,2,2,8160,6,65,0,85735
71410023,4,3,1889,142400,0,5,6,2,2,8800,6,96,208000,196200
71410024,3,1,1390,114600,0,5,5,5,1,8480,6,71,133250,0
71410025,2,1,1731,123300,1,5,5,2,2,8480,6,70,0,0
71410026,3,1,1402,114900,0,5,5,2,2,8480,6,63,0,149600
71410027,4,2,2033,138100,0,5,4,2,2,21183,6,130,165240,0
71410028,4,2,1725,121700,1,5,5,5,2,8415,6,70,173840,197600
71410029,2,1,1201,109200,0,5,5,5,1,8580,6,70,215450,159360
71410030,2,1,1461,126400,0,5,6,2,1,8580,6,70,157500,0
71410031,3,1,1473,127600,0,5,6,2,2,8580,6,66,159000,192601.5
71410032,3,1,1122,106600,0,5,5,2,2,8580,6,89,163300,0
71410033,4,1,1754,123400,0,5,5,2,2,8580,6,61,0,65632
71410034,4,1,1296,112200,0,5,5,3,2,8580,6,71,104030,0
71410035,3,1,1235,115100,0,4,5,5,2,8580,6,70,0,0
71410036,2,1,1732,123200,0,4,5,2,2,8580,6,71,137825.05,223720
71410037,3,2,1374,109400,0,5,5,2,2,9100,6,66,0,130000
71410038,2,1,1008,79600,0,4,5,2,2,9100,6,95,0,0
71410039,3,1,1374,109400,0,5,5,2,2,9152,6,66,0,0
71410040,3,1,1997,124700,0,5,5,2,2,9100,6,66,0,0
71410041,2,2,1327,108200,0,5,5,2,1,9100,6,68,119052.55,147580
71410042,2,1,1327,109000,0,5,5,5,1,9100,6,68,0,113000
71410043,2,1,1327,98400,0,5,4,2,1,9100,6,69,130910,182090
71410044,3,1,1468,111800,0,5,5,2,1,9100,6,66,231200,0
71410045,3,1,1119,102200,0,4,5,5,1,8925,6,72,82898,0
71410046,3,2,1784,266500,1,7,6,5,1,10032,6,4,277070,265000
71410047,4,1,1630,126900,0,5,5,5,2,10560,6,69,118450,194790
71410048,4,2,1329,115500,0,5,5,2,2,7000,6,69,138880,114130
71410049,3,1,1264,146100,1,5,6,5,2,7000,6,69,156350,229520
71410050,4,1,1727,118400,0,5,5,2,2,7000,6,69,0,0
71420018,3,1,1412,157000,1,7,5,5,1,11025,6,58,219900,234300
71420019,3,2,1820,183400,1,6,6,5,2,11100,6,58,203425,253500
71420020,4,2,2340,199700,1,6,6,5,2,11760,6,58,323680,366930
71420021,3,1,1800,186900,1,7,6,5,2,11760,6,58,285650,0
71420022,3,1,1549,177200,1,6,6,5,2,11760,6,57,174900,246130
