parcel,bedrooms,bathrooms,living_area,total_value,half_baths,construction_quality,condition_score,garage_type,finished_basement_No,total_land,zipcodes,house_age,Inflation_Adj_Cost1,Inflation_Adj_Cost2
71319019,3,2,1188,140400,1,5,5,5,2,10370,6,64,165200,0
71319020,3,2,1484,147700,0,5,6,5,2,11011,6,64,258965,200000
71319021,3,2,1826,187100,1,6,6,5,2,11446,6,56,143100,153670
71319022,3,2,1842,176100,0,6,6,5,2,10890,6,51,0,97750
71319023,3,2,1988,180500,0,6,6,5,2,10824,6,51,254540,0
71319024,3,2,1798,174100,1,6,6,5,2,11000,6,55,184000,0
71319025,3,2,1920,191700,0,6,6,5,2,11264,6,52,337440,296660
71319026,3,2,1926,194100,0,6,6,5,2,11440,6,52,0,0
71319027,3,1,1826,181500,1,6,6,5,2,12194,6,56,259985,0
71319028,3,2,1964,188600,1,6,6,5,2,12282,6,53,177000,0
71319029,3,2,1964,187700,1,6,6,5,2,12638,6,53,371140,0
71319030,3,2,2089,191500,1,6,5,5,2,12727,6,57,232780,332200
71319031,3,2,1845,184000,1,6,6,5,2,12780,6,58,230640,285200
71319032,3,2,1842,183200,1,6,6,5,1,12690,6,56,242050,207100
71319033,3,2,1950,193500,0,6,6,5,2,12330,6,56,0,0
71319034,3,2,2336,180000,1,6,6,5,1,12015,6,55,0,0
71319035,3,2,1650,192800,0,6,6,5,2,11704,6,57,267020,0
71319036,4,2,2720,212000,1,6,6,5,1,11264,6,52,200482,0
71319037,3,2,1971,178000,0,6,5,5,2,10912,6,52,194020,0
71319038,3,2,1984,180000,1,6,5,5,2,10824,6,51,190800,0
71319039,3,2,1896,195800,0,6,6,5,2,10648,6,52,0,0
71319040,3,2,1617,189700,0,6,6,5,2,11214,6,57,0,269280
71319041,3,2,1829,200100,0,6,6,5,2,12054,6,57,275220,0
71319042,3,2,2006,181600,1,6,5,5,2,10980,6,52,191812.75,0
71319043,4,2,2396,214800,1,6,6,5,2,18675,6,55,0,0
71319045,3,2,1798,151000,1,6,6,5,2,10296,6,55,177940,0
71319046,3,2,1958,174600,0,6,6,5,2,10086,6,54,0,0
71319047,3,2,1958,178200,0,6,6,5,1,10414,6,54,322625,0
71319048,3,2,1878,175800,0,6,5,5,1,10742,6,54,191693.94,0
71319049,3,2,1956,181800,1,6,6,5,2,10824,6,55,243750,0
71319050,3,2,1798,181800,1,6,6,5,1,11726,6,55,205640,0
71319051,3,2,2018,183600,1,6,6,5,2,11644,6,55,266000,0
71319052,3,2,1956,169800,1,6,5,5,2,11644,6,55,0,192895
71319053,3,2,2144,189700,1,6,5,5,2,11808,6,53,0,0
71319054,3,2,1494,177000,1,6,5,5,2,25704,6,56,0,0
71319055,4,2,2328,197600,1,6,5,5,2,22440,6,56,0,0
71319056,4,2,2192,212700,1,6,6,5,2,22119,6,56,0,0
71319057,4,2,2012,206900,1,6,6,5,2,22119,6,55,255440,319600
71319058,3,2,1925,205600,1,6,6,5,2,22119,6,56,0,319700
71319059,3,2,2012,208100,1,6,6,5,2,22000,6,56,194310,0
71319060,4,2,2553,228600,1,6,6,5,2,22000,6,56,261820,0
71319061,4,2,2344,213800,1,6,6,5,2,18816,6,55,0,0
71320001,3,1,1260,131700,1,5,6,5,2,14400,6,64,44800,0
71320002,3,1,1548,145200,0,5,5,5,2,14160,6,64,0,266900
71320003,3,1,1248,135200,1,5,5,5,2,13840,6,64,222000,0
71320004,3,2,1469,142800,0,5,6,5,2,13280,6,64,0,243350
71320005,2,1,1248,134100,1,5,6,5,2,12800,6,64,0,212787.5
71320006,3,1,1192,128000,1,5,6,5,2,12320,6,64,135680,0
71320007,3,1,1248,136000,1,5,6,5,2,15048,6,64,0,0
71320008,2,1,1787,144900,1,5,6,5,1,15251,6,64,170500,0
71320010,3,1,1472,135000,1,5,6,5,2,11920,6,64,147150,0
71320012,3,1,1360,125000,1,5,6,5,2,11680,6,64,0,230480
71320013,3,2,1358,148600,0,6,5,5,2,11600,6,64,183120,245895
71320014,3,2,1145,144600,0,4,5,5,2,11745,6,64,227500,0
71320015,3,2,1295,148600,0,5,5,5,2,11745,6,64,175702,167585
71320016,3,2,2210,171400,0,5,5,5,2,11583,6,64,124900,128236.03
71320017,2,2,1670,157000,0,6,6,5,2,12905,6,52,171130,0
71320018,3,1,1956,181900,1,6,6,5,2,11890,6,55,149500,0
71320019,3,2,1793,179200,0,5,6,5,2,12760,6,63,0,0
71320020,3,2,1736,172600,0,5,6,5,2,11600,6,62,237380,0
71320021,2,2,1547,168600,0,5,6,5,2,11360,6,62,0,243350
71320022,2,1,1491,154400,1,5,5,5,1,12069,6,63,130800,272000
71320023,3,2,1855,0,1,5,6,5,2,13090,6,62,0,179400
71320024,3,1,2094,183700,2,6,5,5,2,15010,6,47,0,0
71320025,4,2,1836,174600,0,5,5,5,2,14852,6,63,238000,0
71320026,3,2,1796,175500,1,5,5,5,2,15386,6,63,215900,0
71320027,3,2,1333,119600,0,4,5,5,2,12717,6,63,0,201250
71320028,2,2,1547,158000,0,5,5,5,2,12403,6,63,0,140242.5
71320029,3,2,1491,171800,1,5,6,5,2,13659,6,63,251600,0
71320030,4,2,2316,188700,1,6,6,5,2,10935,6,62,264894,201308
71320031,4,2,1497,166000,0,5,5,5,2,11560,6,63,179200,252285
71320032,3,2,1892,185300,0,6,6,5,1,11234,6,63,235500,235750
71320033,3,1,1544,165000,1,5,5,5,2,12549,6,63,179850,0
71320034,3,1,1472,165000,1,5,5,5,2,12126,6,63,291100,206340
71320035,3,1,1402,167200,1,5,6,5,2,12549,6,62,155000,218400
71320036,3,2,1848,165000,0,5,5,5,2,11398,6,62,0,271800
71320037,3,2,1989,184700,0,6,6,5,2,11815,6,54,0,0
71320038,3,2,1976,168900,0,6,5,5,2,11340,6,54,208000,0
71320039,3,2,1786,165000,0,6,5,5,2,12780,6,56,185920,0
71320040,2,1,1508,164000,1,6,5,5,2,12816,6,54,190400,0
71320041,3,2,1788,167400,1,6,5,5,2,11972,6,57,185400,331100
71320042,3,2,2050,189400,1,6,5,5,2,12054,6,57,0,157480
71320043,2,2,2398,196800,0,6,5,5,1,12136,6,57,0,228800
71320044,4,2,3120,250400,1,6,5,5,2,13837,6,56,329300,334320
71320045,4,3,3572,259700,2,7,6,5,1,17019,6,55,418880,284200
71320046,4,1,3267,320000,2,6,6,5,2,29380,6,54,342000,339200
71320047,4,2,2356,235600,2,6,5,5,2,21060,6,55,333830,0
71320048,3,2,2399,216800,1,6,5,5,2,16665,6,55,333200,0
71320049,4,2,2658,208300,1,6,5,5,2,15741,6,54,323750,322050
71320050,5,2,2848,198800,1,7,5,5,2,15048,6,54,303850,184000
71320051,3,2,2148,157500,1,6,5,5,2,13800,6,55,171675,0
71320052,4,2,3179,232600,2,6,5,5,1,12915,6,55,0,0
71320053,3,2,2488,223900,1,6,5,5,2,10710,6,54,0,269560
71320054,3,2,3164,284200,1,6,5,5,1,10829,6,53,325205,306625
71320055,4,2,2488,198200,1,6,5,5,2,10920,6,54,0,0
71320056,3,2,2491,219700,1,6,6,5,2,10829,6,54,366360,0
71320057,4,2,2356,212000,1,6,5,5,2,11700,6,55,292000,0
71320058,3,2,2415,190700,1,6,5,5,2,12125,6,55,179200,285950
71320059,3,2,2388,214900,1,6,5,5,2,12740,6,54,0,0
71320060,4,2,2648,238300,1,6,5,5,2,11025,6,53,0,0
71320061,5,2,2718,244600,1,6,5,5,2,10881,6,54,269830,0
71320062,5,2,2731,245800,2,7,5,5,2,10672,6,53,0,0
71320063,4,3,2488,223900,0,6,5,5,2,11020,6,54,0,332820
71320064,4,2,2384,214600,1,6,5,5,2,10440,6,54,251000,370000
71320065,3,2,1464,170000,0,6,5,5,2,11869,6,54,224440,257655
71320066,3,1,1464,170700,1,7,5,5,2,11424,6,54,312750,0
71320067,2,2,1893,210000,0,7,5,5,2,11424,6,53,222600,90072.44
71320068,3,2,2619,235700,1,6,5,5,2,11172,6,53,0,346580
71320069,3,2,2530,227700,1,6,5,5,1,11088,6,53,254720,0
71320070,4,2,2590,243000,1,7,6,5,2,10742,6,54,257580,187450
71320071,3,2,2513,226200,1,7,5,5,2,10920,6,52,373500,0
71322003,3,1,2488,529300,1,8,7,5,2,16481,6,3,84800,0
71322005,4,2,4159,575000,1,8,7,5,2,9698,6,5,155250,0
71322006,3,2,3444,516600,1,7,6,5,2,9528,6,7,720000,159300
71322007,4,2,3025,556200,2,8,7,5,2,10163,6,3,147150,0
71322008,3,3,2641,459800,0,8,7,5,2,10263,6,4,147150,0
71322009,3,3,2639,483100,0,8,7,5,2,12431,6,6,0,172500
71322011,4,3,5826,728300,0,8,7,5,2,16661,6,8,0,186000
71322012,4,2,3720,575500,1,8,7,5,2,19401,6,6,177000,0
71322013,3,1,2775,561000,1,8,7,5,2,15218,6,3,150420,172500
71322020,4,3,3798,555000,1,8,7,5,2,13277,6,6,177000,0
71322021,3,2,3444,465000,1,7,6,5,2,21471,6,7,177000,0
71322022,3,2,3600,550800,1,7,6,5,2,17604,6,7,177000,0
71322023,3,2,1454,532600,1,7,7,5,2,18673,6,4,172500,171350
71322024,3,2,4126,621600,1,8,7,5,2,14527,6,6,172500,0
71322031,4,3,3014,553900,1,7,6,5,2,11051,6,3,148400,0
71322032,3,2,2080,480400,1,8,7,5,2,12357,6,6,172500,0
71322033,4,3,3076,461400,1,8,7,5,2,12357,6,6,0,172500
71322034,4,3,2720,455200,1,7,6,5,1,16396,6,2,159000,0
71322035,5,4,3932,590200,1,7,6,5,1,12356,6,2,148400,0
71322036,4,3,4236,359100,1,7,6,5,1,13501,6,2,144200,0
71322037,4,3,3676,572600,1,8,7,5,2,19147,6,6,149500,0
71322038,4,3,5054,651700,1,8,7,5,2,15822,6,5,145600,0
71322039,3,2,3243,554700,1,8,7,5,2,10068,6,5,155250,0
71322040,3,2,2561,470200,1,7,6,5,2,10098,6,3,143100,0
71322041,4,4,3134,475900,0,8,7,5,2,10189,6,6,155250,0
71322042,3,2,2984,572500,1,8,7,5,2,10047,6,5,609500,0
71322043,3,2,2885,436400,1,7,6,5,1,10058,6,7,163350,0
71322044,4,3,3184,539000,2,7,6,5,1,10008,6,3,620000,0
71322050,3,2,3874,499100,1,8,7,5,2,14123,6,8,531000,0
71322051,3,3,2892,487000,1,8,7,5,2,14448,6,8,523200,0
71322052,3,2,3472,522900,1,8,7,5,2,12353,6,5,0,579880
71322053,4,2,3192,539000,1,8,7,5,1,12323,6,5,587510,0
71323001,3,2,2767,435000,1,6,6,5,1,11761,6,6,470000,487200
71323002,3,2,2109,389100,1,7,6,5,1,12240,6,4,448050,114450
71323003,3,2,2712,371900,1,7,6,5,1,8189,6,4,397500,114450
71323006,4,2,1921,0,0,5,6,5,1,6375833,7,55,0,17847500
71323010,3,2,2634,435000,1,8,7,5,1,7318,6,6,451000,474150
71323011,3,2,2712,410600,1,8,7,5,1,7318,6,5,520000,0
71323012,3,2,2767,457800,1,6,6,5,1,7405,6,5,541829.12,0
71323013,3,2,2714,387400,1,7,6,5,1,7275,6,11,488750,0
71323015,3,2,2699,381600,1,7,6,5,2,6752,6,14,0,653888
71323016,3,2,2699,431200,1,7,6,5,1,6839,6,14,0,470008
71323017,3,2,2699,388100,1,7,6,5,1,7362,6,14,636481,0
71323018,3,2,3308,417500,1,7,6,5,2,8276,6,14,0,0
71323019,3,2,2767,516300,1,8,7,5,1,7187,6,5,610370.88,0
71323020,3,2,2731,457100,1,8,7,5,1,7231,6,5,484480.42,0
71323021,3,2,3321,515000,1,7,6,5,1,7841,6,14,545900,0
71323023,3,2,2794,467100,1,8,7,5,1,10019,6,6,0,0
71323024,3,2,2661,488600,1,8,7,5,1,6795,6,6,450000,418700
71323025,3,2,2634,539800,1,8,7,5,2,8276,6,5,588360.2,0
71323026,3,2,2702,479900,1,7,6,5,1,8494,6,4,523091,0
71323027,4,3,3959,495900,2,8,6,5,1,10319,6,10,568760,0
71323029,3,2,2314,380500,1,7,6,5,2,10018,6,12,709023,0
71323030,3,2,2258,387000,1,7,6,5,2,9888,6,13,505400,0
71323031,3,2,3211,465000,1,7,6,5,2,12109,6,14,0,571500
71323032,3,2,2711,384000,1,7,6,5,2,8886,6,14,492900,490050
71323034,3,2,2711,500200,1,7,6,5,1,8450,6,14,494400,604900
71323035,3,2,2258,383100,1,7,6,5,2,7753,6,14,688459.2,0
71323036,3,2,2356,520300,1,7,6,5,2,7405,6,12,707560,0
71323037,4,2,2652,417600,2,7,7,5,1,7666,6,11,0,603250
71323038,3,2,2794,527500,1,8,7,5,1,8624,6,6,0,0
71323042,3,2,2783,552900,1,7,7,5,2,7535,6,4,576436.48,114450
71323043,3,2,2258,420000,1,7,6,5,2,9670,6,14,470400,0
71323044,3,2,2699,378900,1,7,6,5,2,7449,6,14,0,512095.36
71323045,3,2,2931,418900,1,7,6,5,1,7840,6,12,446400,0
71323046,3,2,2314,419900,1,7,6,5,1,15681,6,12,546000,0
71401001,4,2,2480,183700,1,4,5,5,2,10640,6,51,237300,0
71401002,4,1,1639,131500,0,5,6,5,2,9135,6,63,160332,0
71401003,4,1,1398,120000,0,5,5,5,2,7975,6,70,144699,0
71401004,3,2,1326,111300,0,5,5,2,2,7250,6,69,192400,206460
71401005,4,1,1568,110400,0,5,5,5,2,7250,6,97,0,0
71401006,3,2,1404,114200,0,5,5,2,2,8950,6,68,0,0
71401007,4,2,1513,106500,0,5,5,2,2,8950,6,71,116085,0
71401008,3,1,1204,108700,0,5,5,5,2,9000,6,71,120000,169400
71401009,3,1,1238,110700,0,1,5,2,2,9000,6,96,98505,0
71401010,2,2,1176,120200,0,5,5,2,2,9955,6,100,188860,130139
71401011,2,1,1348,100000,0,5,5,2,2,8145,6,71,127720,112000
71401012,3,1,1486,116000,0,5,5,2,2,9100,6,71,169560,0
71401013,2,1,1406,114600,0,5,5,2,2,9100,6,63,116230,218950
71401014,3,1,1288,85000,0,5,5,2,1,9150,6,102,92650,0
71401015,3,1,1156,107500,0,5,5,2,2,9150,6,79,210800,215840
71401016,1,2,1052,104200,0,4,5,2,2,9200,6,79,196928,205900
71401017,3,1,1131,106100,0,5,5,2,2,9200,6,65,0,0
71401018,4,1,1367,124700,1,5,5,2,2,9250,6,70,134070,208800
71401019,3,1,1864,133500,1,5,5,2,2,18500,6,72,217200,0
71401021,2,1,1692,150800,0,5,5,5,2,17575,6,72,0,92920
71401022,3,2,1614,170000,0,5,5,5,2,14454,6,61,190400,0
71401023,4,2,2582,187200,1,7,5,5,2,13050,6,49,239725,0
71401024,4,2,2549,186600,1,7,5,5,2,13050,6,51,0,0
71401025,3,2,2564,179800,1,7,5,5,2,11600,6,52,185400,0
71401026,4,2,2148,186400,1,7,6,5,2,10875,6,52,299000,287980
71401028,3,2,2272,177400,0,7,5,5,2,10800,6,50,0,326340
71401029,3,1,2396,180700,1,7,5,5,2,10800,6,53,211120,235640
71401030,3,1,2226,173100,0,7,5,5,2,10125,6,52,315375,294500
71401031,3,2,2396,178700,1,7,5,5,2,10400,6,53,209605,251460
71401032,4,2,2411,174800,1,7,5,5,2,9750,6,52,0,298870
71401033,4,1,2359,174300,2,6,5,5,2,9750,6,52,246380,0
71401034,4,2,2214,166600,0,6,5,5,2,10665,6,60,273095,0
71401035,3,2,2281,172000,1,7,5,5,2,9750,6,54,325600,0
71401036,4,2,2281,191900,1,7,6,5,2,9750,6,53,237415,231180.18
71401037,4,2,2372,178100,1,7,5,5,1,10530,6,53,0,0
71401038,3,2,2395,178800,1,7,5,5,2,10530,6,51,275120,235750
71401039,4,2,2256,172000,1,7,5,5,2,10530,6,53,182320,0
71401040,3,1,2674,180300,1,7,5,5,1,9750,6,53,0,271450
71401041,3,2,2259,178200,1,6,5,5,2,11050,6,52,133100,377000
71401042,3,1,1500,160200,0,5,5,5,2,10660,6,63,156000,190460
71401043,3,2,1864,182100,0,5,6,5,2,10400,6,61,223600,0
71401044,4,2,2035,167000,0,6,5,5,2,9750,6,61,225000,269990
71401045,4,2,2326,173000,1,7,5,5,2,9750,6,52,246685,0
71401046,3,2,2272,173200,1,7,5,5,2,10010,6,53,231750,0
71401047,4,2,2317,167500,1,7,5,5,2,10530,6,54,177550,0
71401048,4,2,2344,174100,1,6,5,5,2,9750,6,54,0,0
71401049,4,2,2536,179600,1,7,5,5,2,10125,6,53,287000,187200
71401050,3,2,2326,195300,1,7,6,5,2,10125,6,52,332200,0
71401051,3,2,2408,179800,1,7,5,5,2,10935,6,53,266200,361712
71401052,4,2,2408,176500,1,7,5,5,1,10125,6,53,263175,260400
71401053,3,1,1597,163300,1,6,5,5,2,11205,6,62,0,0
71401054,3,1,1390,154700,1,5,5,5,2,10318,6,61,276330,168300
71401055,3,2,1374,154200,0,5,5,5,2,10125,6,61,0,181545
71401056,2,1,1366,140100,1,5,4,5,2,11926,6,62,191580,86520
71401057,4,2,2598,180100,1,7,5,5,2,10010,6,53,0,0
71401058,3,2,2435,178900,1,7,5,5,2,10400,6,52,0,358900
71401059,3,2,2435,178700,1,7,5,5,2,10400,6,52,179360,349580
71401060,4,2,2320,176500,1,7,5,5,2,10400,6,52,334180,0
71401061,4,2,2320,172700,1,7,5,5,2,9750,6,52,0,0
71401062,3,2,2320,174300,1,7,5,5,2,10010,6,53,0,385000
71401063,4,2,2038,187000,1,7,5,5,2,10010,6,53,252700,0
71401064,3,2,2429,229000,1,7,5,5,2,9750,6,54,257488,214760
71401065,4,2,2165,178000,1,6,5,5,2,10400,6,54,188680,192930
71401066,4,2,2371,175400,1,7,5,5,2,10010,6,54,0,285000
71401067,3,2,1747,159900,0,6,5,5,2,9750,6,54,170000,0
71401068,4,2,2317,174400,1,7,5,5,2,10010,6,54,288960,0
71401069,3,1,2331,191000,1,7,6,5,2,10800,6,53,208190,224250
71401070,3,1,1664,160800,1,6,5,5,2,10318,6,53,240480,173794
71401071,3,2,2258,174200,1,7,5,5,2,10318,6,53,54750,284950
71401072,3,2,2484,179000,1,7,5,5,2,10395,6,53,0,254800
71401073,3,2,1662,0,1,6,5,5,2,10800,6,53,286400,232200
71401074,3,2,2306,174700,1,7,5,5,2,10125,6,52,229900,150380
71401075,3,2,2317,198900,1,7,5,5,2,10472,6,54,225400,355250
71401077,4,2,3088,191300,1,7,5,5,1,10125,6,54,260000,0
71401078,3,1,2320,176300,1,6,5,5,2,10125,6,55,0,187460
71401079,4,2,2323,174200,1,7,5,5,2,10125,6,52,348000,0
71401080,4,2,2323,195000,1,7,6,5,2,10125,6,52,243775,0
71401081,4,3,2989,191000,1,7,5,5,2,10720,6,48,404250,0
71401082,4,2,2274,171700,1,7,5,5,2,11610,6,48,0,0
71401083,4,2,3453,193600,2,6,5,5,1,10824,6,53,249600,0
71401084,3,2,2349,175300,1,7,5,5,2,10108,6,48,0,0
71402001,2,1,935,89000,0,5,5,5,2,7250,6,71,99680,162630
71402002,4,1,1308,119600,1,5,5,2,2,7250,6,72,192850,215930
71402003,2,2,1260,118000,0,5,5,5,1,7250,6,69,0,170000
71402004,3,1,1170,114300,0,5,5,2,2,7250,6,70,211280,213150
71402005,2,1,780,100700,0,5,5,2,2,7250,6,70,0,0
71402006,4,1,1326,119700,0,5,5,2,2,7250,6,70,0,0
71402007,3,1,1301,119100,0,5,5,2,2,7250,6,69,0,0
71402008,3,1,1233,110000,0,5,5,2,2,7250,6,70,131240,0
71402009,3,2,825,102900,0,5,5,2,2,7250,6,71,0,198560
71402010,3,2,1742,132200,0,5,5,2,2,7250,6,63,214600,0
71402011,2,1,1689,137100,0,5,5,5,1,7250,6,95,145368.4,197880
71402012,2,1,858,104100,0,5,5,2,2,7250,6,61,71980,43267.06
71402013,3,1,1296,98500,1,5,4,2,2,7250,6,95,182560,104320
71402014,2,1,912,90500,0,5,5,2,2,7150,6,96,138600,82990
71402015,3,1,1402,111200,1,5,5,2,2,7250,6,68,0,0
71402016,1,1,1065,93500,0,5,5,2,2,7250,6,96,0,0
71402017,3,1,1482,127800,1,5,5,5,2,8700,6,66,129000,109989
71402019,4,2,1440,133300,0,5,6,2,1,10150,6,110,90600,0
71402020,3,1,1471,118400,1,5,5,2,2,9350,6,66,0,0
71402021,3,2,1625,119200,0,5,5,2,2,8500,6,64,0,0
71402022,3,1,1408,113600,0,5,5,2,1,8500,6,66,172000,149500
71402023,3,1,1419,113700,0,5,5,2,2,8500,6,65,99200,0
71402024,3,1,1438,114300,0,5,5,2,2,8600,6,64,180250,0
71402025,4,1,1977,127300,1,5,5,2,1,8500,6,66,0,0
71402026,3,1,1780,122500,1,5,5,2,2,8500,6,65,158776,0
71402027,3,1,1443,113700,0,5,5,2,1,8500,6,64,190920,0
71402028,2,1,840,96000,0,5,5,2,2,8500,6,61,191125,191540
71402029,4,1,1350,112400,0,5,5,2,2,8500,6,61,0,0
71402030,3,1,1773,124500,1,6,5,5,2,9350,6,56,0,186200
71402031,3,1,988,67000,0,4,4,5,2,7650,6,64,61600,0
71402032,3,2,1232,116800,0,5,5,2,2,11050,6,81,207900,0
71402033,4,2,1754,137000,0,5,5,5,2,12960,6,66,182320,74200
71402035,3,1,2142,131800,1,5,5,2,2,9000,6,61,165200,232275
71402036,3,2,1404,114100,0,5,5,2,2,9000,6,61,200970,0
71402037,3,1,1426,114600,0,5,5,2,2,9000,6,61,130340,0
71402038,3,1,1606,119400,0,5,5,2,2,9000,6,61,0,0
71402039,2,1,958,100500,0,5,5,2,2,9000,6,61,115960,0
71402040,3,1,1594,119100,0,5,5,2,2,9000,6,65,0,0
71402041,2,1,958,100300,0,5,5,2,2,9000,6,61,122720,214600
71402042,3,1,1426,114800,0,5,5,2,2,9000,6,66,140000,210012
71402043,3,1,1426,114600,1,5,5,2,1,9000,6,66,230040,203350
71402044,3,1,1426,114800,0,5,6,2,2,9000,6,61,154500,173750
71402045,3,1,1426,114600,1,5,5,2,2,9000,6,66,198075,0
71402046,3,1,1430,114500,1,5,5,2,2,9000,6,66,194620,0
71402047,2,1,936,99700,0,5,5,2,1,9000,6,66,0,0
71402048,2,2,1344,93000,0,5,5,2,2,9000,6,92,96000,0
71402049,3,2,1404,114100,0,5,5,2,2,9000,6,66,0,0
71402050,2,1,1728,103500,0,5,5,2,2,9000,6,66,115920,0
71402051,4,1,1404,114000,1,5,5,2,2,9000,6,66,105400,0
71402052,3,2,1404,114100,0,5,5,2,1,9000,6,66,0,0
71402053,3,1,972,100800,1,5,5,2,2,9000,6,66,165000,174800
71402054,3,1,1454,115400,0,5,5,2,2,9000,6,66,0,0
71402055,3,1,1404,114300,0,5,5,2,2,9000,6,66,0,170955
71402056,2,1,936,127800,0,5,6,2,1,9900,6,66,96000,82550
71402057,2,1,948,132000,0,5,6,2,2,9900,6,66,143880,160930
71402058,3,1,1404,117000,1,5,5,2,2,9900,6,66,137788,0
71402059,3,2,1511,119500,0,5,5,2,2,9900,6,67,138805,220100
71402060,4,2,1404,119600,0,5,5,2,2,9900,6,66,111612,0
71402061,4,1,1544,120300,0,5,5,2,2,9900,6,66,135611.5,179200
71402062,2,1,984,103600,0,5,5,2,2,9900,6,66,107060,0
71402063,4,1,1756,126200,0,5,5,2,1,9900,6,66,190800,129500
71402064,3,1,1420,116600,0,6,5,2,2,9900,6,66,98900,0
71402065,3,2,1820,147600,0,5,5,5,2,15300,6,75,0,148610
71402066,3,1,1178,113100,1,5,5,5,2,10800,6,68,187615,0
71402067,3,2,1032,93100,0,5,4,2,2,9000,6,70,0,74750
71402068,4,2,1404,114200,0,5,5,2,2,9000,6,67,0,0
71402069,3,1,1820,124400,0,5,5,2,1,9000,6,95,99440,0
71402070,5,1,1638,120200,1,5,5,2,2,9000,6,67,234300,0
71402071,4,2,2243,149300,0,5,5,2,2,9000,6,95,196723,0
71402072,2,1,1116,83100,0,5,4,2,2,9000,6,71,70035,141930
71402073,3,1,980,93000,0,5,5,5,2,9000,6,71,0,84000
71402074,3,1,1652,120800,0,5,5,5,2,9000,6,72,211400,202800
71402075,5,1,1372,113700,0,5,5,5,2,9000,6,71,0,0
71402076,2,1,1218,109400,0,5,5,2,2,9000,6,72,75140,114523.5
71402077,3,1,1255,109800,0,5,5,2,2,9000,6,70,0,113730
71402078,3,1,1446,115200,0,5,5,2,2,9000,6,70,145355,171150
71402079,3,2,1530,91000,0,5,5,5,2,9000,6,68,96460,0
71402080,3,1,1394,114100,0,5,5,2,2,9000,6,75,153669,0
71402081,2,1,942,75000,0,5,5,2,2,10380,6,68,65720,183480
71403001,4,1,1240,122700,1,6,5,2,1,9295,6,70,0,213991
71403002,2,1,1197,95900,0,6,5,2,2,5680,6,76,0,173950
71403003,2,1,1197,98000,1,6,5,2,2,5680,6,76,101600,0
71403004,2,1,1197,94300,0,6,5,2,2,5800,6,76,66080,61600
71403006,2,1,1626,142900,0,4,5,2,2,11360,6,71,129350,132680
71403007,3,1,1534,119800,1,5,5,2,2,6149,6,76,116905,158750
71403008,3,1,1174,76500,0,5,5,2,2,6006,6,76,0,83385
71403009,2,1,783,86500,0,5,5,2,2,5945,6,76,98900,0
71403010,3,1,1308,106300,0,5,5,5,2,7150,6,105,135000,134493
71403011,2,1,1174,86000,1,5,5,2,2,5720,6,76,108900,93740
71403012,3,1,1174,83000,0,5,5,2,2,5720,6,76,116364.25,87980
71403013,3,2,1489,93700,0,5,5,2,2,7150,6,96,99322,188500
71403014,3,1,1181,102400,0,5,5,2,2,6149,6,78,0,0
71403015,4,1,1087,79000,1,4,5,2,2,6435,6,78,108640,84694
71403016,3,1,1171,108500,0,5,5,2,2,6149,6,78,60500,84700
71403017,2,1,714,93300,0,5,5,2,2,6435,6,78,0,0
71403018,3,1,1143,107700,0,5,5,2,2,6149,6,78,0,106050
71403019,2,2,1071,79000,0,4,5,2,2,6435,6,78,71680,128095
71403020,2,1,1182,107500,0,5,5,2,2,5720,6,95,94760,0
71403021,2,1,946,62400,0,5,4,2,2,7500,6,93,50336,54400
71403022,2,1,1231,114700,0,5,5,2,2,7500,6,95,0,0
71403023,3,1,1848,119800,0,5,5,2,2,7500,6,118,0,0
71403024,3,1,1525,123300,0,5,5,2,2,7500,6,74,0,0
71403025,3,2,1462,124100,1,6,6,5,2,7500,6,71,228375,228375
71403026,3,1,1515,124500,1,6,5,5,2,7500,6,70,139360,142135
71403027,3,1,1422,120500,1,5,5,2,1,7500,6,93,95500,0
71403029,3,1,968,106700,0,5,5,2,2,7500,6,89,172480,155176
71403030,3,1,746,88800,0,5,5,2,2,7500,6,98,141680,107580
71403031,3,2,1295,107500,0,5,6,2,2,7500,6,70,117175,56000
71403032,3,1,1509,112300,0,5,5,2,2,7500,6,75,0,0
71403033,3,1,980,96500,0,6,5,5,1,7500,6,75,105185,52640
71403034,3,2,1728,105000,0,5,5,5,2,7500,6,95,117500,111300
71403035,3,1,1170,103300,0,4,5,2,2,7500,6,92,91520,0
71403036,3,1,1238,104800,0,5,5,2,2,7500,6,94,0,75421
71403037,2,1,1064,100100,0,5,5,2,2,7500,6,95,116017,118770
71403038,2,1,1536,112500,0,5,5,2,2,7500,6,95,210160,0
71403040,2,1,864,93600,0,4,5,2,2,7500,6,94,0,143840
71403041,2,1,1228,95200,0,4,5,5,1,7500,6,80,126385,0
71403042,2,1,994,97300,0,5,5,2,2,7500,6,68,147200,0
71403043,2,1,1300,106900,1,5,5,2,2,7500,6,79,0,193110
71403044,2,1,924,95900,0,5,5,2,2,7500,6,94,0,0
71403045,2,1,880,94500,0,5,5,5,2,7500,6,74,102850,119600
71403046,3,1,1080,100900,1,5,5,5,2,7500,6,74,151620,172780
71403048,3,1,1178,103300,1,5,5,5,2,7500,6,70,167050,188265
71403049,2,3,1317,107200,0,5,5,2,2,7500,6,94,90000,24472
71403050,2,1,1255,105800,0,5,5,2,2,7500,6,100,0,101990
71403051,2,1,1183,103400,1,5,5,2,2,7500,6,92,0,0
