Parcel,Bedrooms,Bathrooms,Living_area,Total_Value,Half_Baths,Purchase_Date,Construction_Quality,Address1,Address2,Condition_Score,Garage_Type,Finished_Basement,Total_Land,First_Sale_Date,First_Sale_Price,Second_Sale_Date,Second_Sale_Price
81133005,3,1,1540,106900,1,1924,C / AVERAGE,154 GARDEN ST,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,7500,5/16/2018,0,11/21/2017,0
81133006,3,2,1676,104300,0,1924,C / AVERAGE,48 ENNIS AVE,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,8400,6/10/2015,87000,5/30/2012,0
81133007,3,1,1225,85500,0,1914,C / AVERAGE,46 ENNIS AVE,"BEDFORD, OH. 44146",AVERAGE,DETACHED,N/A,8400,11/3/2006,62500,11/3/2006,0
81133008,6,2,2472,92400,0,1924,C / AVERAGE,42 ENNIS AVE,"BEDFORD, OH. 44146",AVERAGE,NONE,No,8400,6/27/2000,0,2/20/1987,61000
81133009,3,1,1398,90500,0,1924,C / AVERAGE,38 ENNIS AVE,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,8400,6/13/2017,55000,5/29/2015,83800
81133010,3,1,2142,102200,0,1914,C / AVERAGE,32 ENNIS AVE,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,8400,10/29/1976,35000,1/1/1975,0
81133011,4,1,1321,87700,0,1914,C / AVERAGE,30 ENNIS AVE,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,8400,9/16/2009,0,4/2/2009,0
81133012,3,1,1731,100100,0,1924,C / AVERAGE,28 ENNIS AVE,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,8400,9/20/2018,0,4/3/1985,0
81133013,3,1,1716,68000,1,1921,C / AVERAGE,26 ENNIS AVE,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,8400,11/30/2016,0,6/27/2016,0
81133014,4,1,1574,74000,0,1921,C / AVERAGE,24 ENNIS AVE,"BEDFORD, OH. 44146",AVERAGE,DETACHED,N/A,8400,7/31/2017,74000,6/20/2006,0
81133015,4,1,1797,95000,0,1912,C / AVERAGE,172 WARRENSVILLE CENTER RD,"BEDFORD, OH. 44146",AVERAGE,DETACHED,N/A,8700,11/5/2009,43000,1/2/2009,83334
81133016,3,1,1064,80400,1,1954,C / AVERAGE,14 ENNIS AVE,"BEDFORD, OH. 44146",AVERAGE,DETACHED,N/A,5650,12/26/2019,75000,12/17/2019,50000
81133018,3,1,1548,84600,1,1870,C / AVERAGE,152 CENTER RD,"BEDFORD, OH. 44146",AVERAGE,DETACHED,N/A,10920,12/2/2014,0,11/14/1995,0
81133019,3,1,1648,82500,1,1914,C / AVERAGE,150 CENTER RD,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,9240,4/22/1987,58900,1/1/1983,0
81133021,6,2,2088,91100,0,1909,C / AVERAGE,144 WEST CENTER RD,"BEDFORD, OH. 44146",POOR,DETACHED,N/A,9744,12/2/1987,44000,7/7/1975,0
81133022,5,2,2128,83400,0,1920,C / AVERAGE,140 CENTER RD,"BEDFORD, OH. 44146",FAIR,NONE,No,8736,9/11/1986,65000,1/1/1975,0
81133023,3,1,1382,76200,0,1914,C / AVERAGE,134 CENTER RD,"BEDFORD, OH. 44146",FAIR,DETACHED,No,8400,4/14/2016,0,8/2/1993,18000
81133024,3,1,786,66300,1,1920,C / AVERAGE,132 CENTER RD,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,5040,3/30/1995,0,2/22/1995,40900
81133025,3,1,1134,81200,0,1915,C / AVERAGE,130 CENTER RD,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,5040,12/23/1992,74900,8/20/1987,48300
81133028,6,2,2466,83300,0,1914,C / AVERAGE,15 BLAINE AVE,"BEDFORD, OH. 44146",FAIR,DETACHED,N/A,7050,1/8/2002,80000,7/21/1997,0
81133029,3,1,1134,72500,0,1952,C / AVERAGE,21 BLAINE AVE,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,6000,6/15/2005,0,6/28/1999,82000
81133030,6,2,2400,79300,0,1919,C / AVERAGE,25 BLAINE AVE,"BEDFORD, OH. 44146",FAIR,DETACHED,No,6000,10/13/2000,74300,6/11/1999,95000
81133031,3,1,1760,76800,0,1924,C / AVERAGE,37 BLAINE AVE,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,4800,6/15/1989,0,1/1/1975,0
81133032,3,1,1092,80500,0,1924,C / AVERAGE,39 BLAINE AVE,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,4800,9/26/2014,87000,4/9/2012,0
81133039,4,1,936,73600,0,1900,C / AVERAGE,73 BLAINE AVE,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,9360,8/25/1977,35000,1/1/1975,0
81133040,2,2,768,71700,0,1895,C / AVERAGE,77 BLAINE AVE,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,10400,12/22/2006,74000,6/16/1994,53000
81133041,3,1,1056,71300,0,1952,C / AVERAGE,83 BLAINE AVE,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,5600,1/10/2007,0,4/19/1999,60000
81133042,6,2,2640,109400,0,1998,C / AVERAGE,85 BLAINE ST,"BEDFORD, OH. 44146",AVERAGE,NONE,N/A,5600,3/3/2004,0,3/29/2002,0
81133043,6,2,2608,85900,0,1894,C / AVERAGE,89 BLAINE AVE,"BEDFORD, OH. 44146",GOOD,NONE,No,7952,6/27/2011,0,4/7/1998,0
81133044,3,1,1176,90000,1,1963,C / AVERAGE,111 LOGAN ST,"BEDFORD, OH. 44146",AVERAGE,BASEMENT,No,7650,6/30/2017,90000,11/12/2015,28200
81133045,4,2,2224,96000,0,1856,C / AVERAGE,121 LOGAN ST,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,8840,6/30/1994,87000,8/18/1977,37000
81133046,3,1,1061,73100,0,1924,C / AVERAGE,125 LOGAN ST,"BEDFORD, OH. 44146",AVERAGE,NONE,No,6290,9/30/2015,14300,6/15/2011,0
81133048,3,1,1256,133100,0,2001,C / AVERAGE,135 LOGAN ST,"BEDFORD, OH. 44146",AVERAGE,DETACHED,N/A,8700,8/14/2001,165000,2/16/2001,15000
81133049,4,1,1656,86100,0,1925,C / AVERAGE,137 LOGAN ST,"BEDFORD, OH. 44146",FAIR,DETACHED,No,8650,7/9/2012,0,11/8/1996,57000
81133050,4,1,1833,82300,0,1924,C / AVERAGE,145 LOGAN ST,"BEDFORD, OH. 44146",FAIR,NONE,No,8650,12/31/1992,74000,8/11/1983,50500
81133051,3,2,1443,93000,0,1924,C / AVERAGE,149 LOGAN ST,"BEDFORD, OH. 44146",AVERAGE,NONE,No,8600,8/30/1995,82000,5/26/1987,57500
81133052,4,1,2090,103200,0,1917,C / AVERAGE,153 LOGAN ST,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,8600,4/8/1999,75900,5/26/1994,0
81133053,2,1,1296,84600,0,1914,C / AVERAGE,157 LOGAN ST,"BEDFORD, OH. 44146",AVERAGE,ATTACHED,No,8550,2/4/2011,15000,9/2/2010,0
81133054,4,1,1404,72400,1,1924,C / AVERAGE,150 GARDEN ST,"BEDFORD, OH. 44146",AVERAGE,ATTACHED,No,5100,8/2/2007,67900,11/7/2006,83334
81133055,4,2,2700,99900,0,1921,C / AVERAGE,144 GARDEN ST,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,10000,1/12/2004,126000,10/2/2003,0
81133056,3,1,1563,94500,0,1955,C / AVERAGE,142 GARDEN ST,"BEDFORD, OH. 44146",AVERAGE,ATTACHED,No,10000,9/9/1986,68000,1/1/1975,0
81133058,3,1,1382,93800,0,1930,C / AVERAGE,134 GARDEN ST,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,10000,10/30/2018,141000,1/26/1996,97000
81133059,3,1,1680,94100,0,1921,C / AVERAGE,128 GARDEN ST,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,5227,10/26/2015,0,9/28/2007,125000
81133060,3,1,1262,91900,0,1926,C / AVERAGE,124 GARDEN ST,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,10000,6/8/2007,0,7/16/1998,104000
81133061,2,2,1279,85500,0,1950,C / AVERAGE,120 GARDEN ST,"BEDFORD, OH. 44146",FAIR,DETACHED,N/A,10000,8/22/2005,0,8/5/2004,0
81133062,3,1,1051,85700,0,1919,C / AVERAGE,118 GARDEN ST,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,10100,8/10/2012,0,5/9/1996,0
81133063,4,2,1250,80800,0,1924,C / AVERAGE,114 GARDEN ST,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,6534,4/28/1998,92000,1/20/1994,0
81133064,3,1,1134,75600,0,1953,C / AVERAGE,113 GARDEN ST,"BEDFORD, OH. 44146",AVERAGE,DETACHED,N/A,7500,12/29/2005,66500,11/9/1995,83000
81133065,4,2,1760,84600,0,1924,C / AVERAGE,115 GARDEN ST,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,7500,9/28/2000,71500,2/16/1989,0
81133066,3,1,1260,84500,0,1914,C / AVERAGE,121 GARDEN ST,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,7500,1/26/2016,45000,10/11/1977,37500
81133067,4,1,1716,97700,0,1957,C / AVERAGE,123 GARDEN ST,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,7500,1/12/2010,0,1/12/2010,0
81133068,3,1,1675,87000,0,1915,C / AVERAGE,127 GARDEN ST,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,7500,11/3/2014,64500,12/29/1999,65000
81133069,2,1,1183,96200,0,1921,C / AVERAGE,131 GARDEN ST,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,7100,9/4/1984,43000,3/26/1982,0
81133070,3,1,1344,92200,1,1936,C / AVERAGE,135 GARDEN ST,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,10000,4/1/2005,0,3/16/2005,0
81133071,3,1,2334,106500,2,1921,C / AVERAGE,141 GARDEN ST,"BEDFORD, OH. 44146",FAIR,DETACHED,No,10000,6/30/1992,104000,1/1/1975,0
81133072,3,2,2932,108500,0,1919,C / AVERAGE,143 GARDEN ST,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,10000,8/2/2013,97300,2/20/2007,166000
81133073,3,1,1204,91600,0,1960,C / AVERAGE,11 ELM ST,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,5400,9/4/1996,0,12/22/1975,36100
81133074,2,1,1295,76600,0,1900,C / AVERAGE,17 ELM ST,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,5760,9/19/2007,83500,9/25/2006,0
81133076,5,1,1986,85800,1,1928,C / AVERAGE,27 ELM ST,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,5712,10/31/2003,132000,1/1/1987,0
81133077,3,1,1144,73200,0,1926,C / AVERAGE,31 ELM ST,"BEDFORD, OH. 44146",AVERAGE,NONE,No,5153,2/23/2011,0,2/4/2011,0
81133078,5,1,2550,99400,0,1924,C / AVERAGE,37 ELM ST,"BEDFORD, OH. 44146",AVERAGE,NONE,No,6900,12/5/2019,47000,5/19/2016,0
81133079,3,1,1757,114900,1,1956,C / AVERAGE,41 ELM ST,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,11700,9/6/2019,0,8/14/2019,100020
81133082,3,2,1508,112000,0,1919,C / AVERAGE,51 ELM ST,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,13000,4/4/1990,0,1/10/1989,30000
81133084,2,1,1056,61800,0,1908,C / AVERAGE,59 ELM ST,"BEDFORD, OH. 44146",AVERAGE,NONE,No,3120,3/17/2006,66000,12/14/2004,0
81133085,2,1,1260,75700,1,1924,C / AVERAGE,58 ELM ST,"BEDFORD, OH. 44146",AVERAGE,NONE,No,7350,11/18/1980,0,1/1/1975,0
81133086,2,1,1098,78800,0,1924,C / AVERAGE,54 ELM ST,"BEDFORD, OH. 44146",AVERAGE,NONE,No,8350,3/3/1993,0,3/13/1984,0
81133087,3,1,1316,84500,0,1956,C / AVERAGE,48 ELM ST,"BEDFORD, OH. 44146",AVERAGE,ATTACHED,No,8350,5/23/2001,0,5/25/1994,70200
81133089,2,1,1298,80000,0,1923,C / AVERAGE,24 ELM ST,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,6420,6/21/2011,0,11/19/1999,64000
81133090,3,1,1206,67100,0,1900,C / AVERAGE,20 ELM ST,"BEDFORD, OH. 44146",FAIR,DETACHED,No,5350,8/9/2012,11900,5/16/2012,8000
81133091,3,1,1092,80200,0,1932,C / AVERAGE,14 ELM ST,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,8949,11/18/1994,0,6/8/1989,0
81133092,3,1,1020,81100,0,1954,C / AVERAGE,166 CENTER RD,"BEDFORD, OH. 44146",AVERAGE,ATTACHED,No,8250,10/28/2011,86500,2/2/2006,0
81133093,2,1,1108,74800,0,1900,C / AVERAGE,15 ELM ST,"BEDFORD, OH. 44146",AVERAGE,NONE,No,5400,7/14/2014,29900,4/9/1996,68000
81133094,3,1,1264,106100,0,1965,C / AVERAGE,131 LOGAN ST,"BEDFORD, OH. 44146",AVERAGE,BASEMENT,No,10030,9/11/1996,0,2/24/1986,0
81134002,3,1,1040,81300,0,1957,C / AVERAGE,141 TALBOT DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,7000,9/12/1984,41000,1/19/1978,0
81134003,3,1,1064,81300,0,1957,C / AVERAGE,145 TALBOT DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,7000,5/9/2019,113900,10/11/2018,22000
81134004,3,1,1084,79400,0,1920,C / AVERAGE,155 TALBOT DR,"BEDFORD, OH. 44146",AVERAGE,ATTACHED,N/A,10500,8/11/2003,0,5/2/2003,83500
81134005,3,1,1064,81100,1,1957,C / AVERAGE,157 TALBOT DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,7000,9/16/1996,85000,2/15/1991,66000
81134006,3,1,1026,84800,0,1957,C / AVERAGE,161 TALBOT DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,10500,8/3/2012,44000,7/13/2011,36667
81134007,3,1,1026,83400,0,1920,C / AVERAGE,165 TALBOT DR,"BEDFORD, OH. 44146",AVERAGE,NONE,No,12250,7/11/2017,0,4/2/1985,0
81134009,3,1,954,79900,0,1953,C / AVERAGE,173 TALBOT DR,"BEDFORD, OH. 44146",AVERAGE,ATTACHED,No,8750,8/7/2008,80000,8/7/2008,0
81134010,4,1,1632,112600,1,1967,C+ / AVERAGE+,168 TALBOT DR,"BEDFORD, OH. 44146",GOOD,ATTACHED,No,13970,4/28/2015,50100,9/26/2013,0
81134011,3,1,1716,117500,0,1967,C+ / AVERAGE+,164 TALBOT DR,"BEDFORD, OH. 44146",GOOD,ATTACHED,No,13970,8/30/2002,161500,5/8/1997,135000
81134012,3,1,1064,89100,0,1957,C / AVERAGE,154 TALBOT DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,10750,9/6/2006,112000,12/21/1988,66000
81134013,3,1,1064,89100,0,1957,C / AVERAGE,150 TALBOT DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,10750,3/17/1998,1000,3/4/1997,0
81134014,3,1,1673,102500,1,1971,C+ / AVERAGE+,124 TALBOT DR,"BEDFORD, OH. 44146",GOOD,ATTACHED,No,7298,4/17/2019,0,10/4/2017,0
81134015,3,1,1408,77000,0,1924,C / AVERAGE,120 TALBOT DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,5610,6/12/2012,0,8/13/2001,0
81134016,3,1,1320,91200,1,1971,C / AVERAGE,114 TALBOT DR,"BEDFORD, OH. 44146",GOOD,DETACHED,No,5406,2/6/2014,0,10/11/2013,0
81134017,3,1,1090,80200,0,1956,C / AVERAGE,110 TALBOT DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,4998,4/30/2019,113000,7/16/2018,25000
81134019,2,1,1080,73000,1,1952,C / AVERAGE,102 TALBOT DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,5304,12/17/2018,47500,2/14/2018,0
81134020,3,1,1008,90300,0,1952,C / AVERAGE,98 TALBOT DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,N/A,6357,3/5/1992,48600,3/2/1992,42000
81134021,3,1,1264,78400,0,1920,C+ / AVERAGE+,94 TALBOT DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,6280,6/1/2018,0,9/20/2011,25250
81134022,4,2,1872,92500,0,1961,C / AVERAGE,90 TALBOT DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,N/A,7830,6/25/2008,82000,11/14/2007,93400
81134023,3,1,1152,75500,0,1946,C / AVERAGE,80 TALBOT DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,7540,12/17/2003,0,12/21/2000,90000
81134024,4,1,1208,84200,0,1940,C / AVERAGE,76 TALBOT DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,5440,2/14/2013,58500,10/24/2012,16667
81134025,3,1,1060,81000,0,1961,C / AVERAGE,70 TALBOT DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,5400,4/22/2003,104000,6/15/1993,82000
81134026,3,1,1212,88900,0,1956,C / AVERAGE,98 BERWYN DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,N/A,11792,2/28/2001,91000,1/1/1975,0
81134027,3,1,1365,83900,0,1953,C / AVERAGE,94 BERWYN DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,12720,8/31/1998,80000,10/31/1985,0
81134028,3,1,1134,80000,0,1952,C / AVERAGE,90 BERWYN DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,10731,11/28/2016,71000,10/9/2008,87000
81134029,3,1,1134,82700,1,1953,C / AVERAGE,86 BERWYN DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,11495,5/25/2005,129900,5/22/1997,72000
81134030,3,1,1568,128300,1,1976,C / AVERAGE,82 BERWYN DR,"BEDFORD, OH. 44146",AVERAGE,ATTACHED,No,12870,4/28/2006,157900,1/28/1999,120000
81134031,3,1,1436,75400,0,1948,C / AVERAGE,103 AVALON DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,7050,5/3/2018,0,8/17/2004,0
81134032,3,1,1156,77700,0,1948,C / AVERAGE,109 AVALON DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,7614,6/19/2006,81000,1/24/2006,70000
81134033,2,1,996,82000,0,1916,C / AVERAGE,113 AVALON DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,10800,12/13/1999,0,2/9/1984,42000
81134034,2,2,1040,87500,0,1966,C / AVERAGE,117 AVALON DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,7880,11/5/2018,35000,8/3/2018,0
81134035,3,1,1316,84200,0,1934,C / AVERAGE,121 AVALON DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,8400,10/16/2013,0,1/3/2007,0
81134036,2,1,1053,70000,0,1920,C / AVERAGE,125 AVALON DR,"BEDFORD, OH. 44146",FAIR,NONE,N/A,8920,3/20/2013,7500,6/6/2011,0
81134037,3,1,1156,69000,0,1949,C / AVERAGE,131 AVALON DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,5680,8/21/2008,30000,8/21/2008,0
81134038,3,2,1296,110100,0,1925,C / AVERAGE,136 TALBOT DR,"BEDFORD, OH. 44146",AVERAGE,BASEMENT,No,20470,11/21/2018,48500,7/30/2018,0
81134040,4,1,1972,96700,0,1950,C / AVERAGE,140 AVALON DR,"BEDFORD, OH. 44146",AVERAGE,ATTACHED,N/A,8900,12/24/2019,68000,7/24/2019,50000
81134041,3,1,1156,77000,1,1950,C / AVERAGE,134 AVALON DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,N/A,7120,11/21/2019,0,11/21/2019,0
81134042,3,1,1134,79900,0,1952,C / AVERAGE,124 AVALON DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,8643,6/7/2002,96500,10/2/1998,0
81134043,3,1,1078,75000,0,1929,C / AVERAGE,106 AVALON DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,4800,3/12/1998,0,7/12/1996,0
81134045,3,1,1234,90800,0,1949,C / AVERAGE,114 AVALON DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,8880,7/8/2014,89000,12/4/2013,29000
81134046,3,1,1574,107300,0,1965,C / AVERAGE,115 NORDHAM DR,"BEDFORD, OH. 44146",GOOD,ATTACHED,No,10360,5/2/2016,109500,8/7/2015,39000
81134047,2,1,720,82300,0,1930,C / AVERAGE,116 NORDHAM DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,14960,6/6/2017,0,7/27/2016,15000
81134048,4,1,1096,85000,0,1956,C / AVERAGE,174 RAYNOR AVE,"BEDFORD, OH. 44146",GOOD,DETACHED,No,5044,10/16/2017,85000,3/25/1997,0
81134049,5,1,1444,83700,0,1955,C / AVERAGE,128 NORDHAM DR,"BEDFORD, OH. 44146",AVERAGE,ATTACHED,N/A,8000,9/11/2002,0,5/3/1982,0
81134050,4,1,1660,84900,1,1956,C / AVERAGE,175 RAYNOR AVE,"BEDFORD, OH. 44146",AVERAGE,DETACHED,N/A,9450,6/7/2011,0,2/26/2003,136000
81134051,2,1,888,71400,0,1925,C / AVERAGE,160 TALBOT DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,148100,10/27/2014,12299,6/24/2013,0
81134052,3,2,1366,95400,0,1956,C / AVERAGE,155 RAYNOR AVE,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,16960,12/28/2006,0,7/31/1980,0
81134053,4,1,1522,99500,0,1948,C / AVERAGE,147 RAYNOR AVE,"BEDFORD, OH. 44146",GOOD,DETACHED,N/A,15920,8/16/1985,64500,10/27/1978,0
81134054,3,1,1156,73800,0,1948,C / AVERAGE,107 AVALON DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,7097,12/29/2017,74000,3/17/2016,0
81134055,3,1,1156,81900,0,1950,C / AVERAGE,130 AVALON DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,7160,7/30/2014,0,7/25/2014,0
81134056,3,1,1156,72000,0,1950,C / AVERAGE,127 AVALON DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,6000,4/13/2005,0,4/26/2000,65000
81134057,3,2,1170,85200,0,1949,C / AVERAGE,110 AVALON DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,6600,9/23/2019,94000,3/30/1984,52000
81134058,3,1,1508,84100,0,1955,C / AVERAGE,143 NORDHAM DR,"BEDFORD, OH. 44146",AVERAGE,ATTACHED,No,5100,8/29/2016,84100,8/17/2015,29000
81134059,3,1,1060,81200,0,1956,C / AVERAGE,169 RAYNOR AVE,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,9275,7/16/2010,85000,10/15/2003,0
81134060,3,1,1034,79300,0,1956,C / AVERAGE,163 RAYNOR AVE,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,9275,5/29/1998,91500,9/10/1993,71000
81134061,2,1,660,67300,0,1942,C / AVERAGE,124 NORDHAM DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,6909,12/4/2018,0,1/1/1975,0
81134062,3,1,1342,91800,0,1957,C / AVERAGE,144 TALBOT DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,10700,3/13/2018,97000,2/13/1998,108000
81134063,4,1,1402,88500,1,1920,C / AVERAGE,133 NORDHAM DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,10730,11/26/2008,75000,11/26/2008,0
81135001,3,1,1857,103700,0,1948,C / AVERAGE,78 BERWYN DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,11900,10/25/2012,0,3/20/2007,0
81135002,3,1,1136,40000,0,1954,C / AVERAGE,74 BERWYN DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,10112,6/6/2017,0,4/30/1998,0
81135003,3,1,1570,91800,0,1952,C / AVERAGE,70 BERWYN DR,"BEDFORD, OH. 44146",AVERAGE,ATTACHED,No,9600,7/19/2004,0,9/27/1994,0
81135004,4,1,1512,85200,0,1950,C / AVERAGE,64 BERWYN DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,10500,7/10/2001,0,4/14/2000,0
81135005,1,1,1200,70600,0,1924,C / AVERAGE,62 BERWYN DR,"BEDFORD, OH. 44146",AVERAGE,NONE,N/A,7500,12/27/2006,0,10/27/2004,0
81135006,4,1,1438,83600,0,1957,C / AVERAGE,58 BERWYN DR,"BEDFORD, OH. 44146",FAIR,DETACHED,No,7500,11/17/2005,112850,7/13/1992,0
81135007,3,1,1102,78600,0,1930,C / AVERAGE,54 BERWYN DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,N/A,7500,11/3/1992,69000,1/1/1975,0
81135008,3,1,1194,81600,0,1954,C / AVERAGE,48 BERWYN DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,7500,5/24/1993,0,6/20/1986,50500
81135009,3,1,1383,90800,0,1934,C / AVERAGE,44 BERWYN DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,7650,1/27/1981,0,1/1/1975,0
81135010,4,2,1215,73800,0,1952,C / AVERAGE,40 BERWYN DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,5809,5/14/2007,0,4/10/2007,0
81135011,2,1,912,70500,0,1954,C / AVERAGE,36 BERWYN DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,6318,8/30/2019,73900,2/25/2000,0
81135012,3,1,936,74300,0,1954,C / AVERAGE,32 BERWYN DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,6498,2/4/1994,0,5/20/1993,0
81135013,2,2,702,64400,0,1919,C / AVERAGE,28 BERWYN DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,6825,8/19/2005,0,9/15/1989,49900
81135014,2,1,975,75900,0,1957,C / AVERAGE,273 MARION DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,6384,12/31/2002,97000,5/17/2002,0
81135015,2,1,960,72500,0,1956,C / AVERAGE,269 MARION DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,5889,11/14/2019,0,1/6/1993,57900
81135016,3,1,960,72600,0,1956,C / AVERAGE,265 MARION DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,5494,7/21/2016,0,7/21/2016,0
81135017,2,1,890,61000,0,1952,C / AVERAGE,43 AVALON DR,"BEDFORD, OH. 44146",AVERAGE,ATTACHED,No,7320,2/1/2017,61000,12/13/2012,0
81135018,3,1,1326,82900,0,1951,C / AVERAGE,47 AVALON DR,"BEDFORD, OH. 44146",AVERAGE,ATTACHED,No,8400,3/8/1994,0,11/3/1993,0
81135020,3,1,1440,83100,0,1920,C / AVERAGE,55 AVALON DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,6000,4/4/2018,46200,5/31/2005,0
81135021,2,1,884,83300,0,1953,C / AVERAGE,57 AVALON DR,"BEDFORD, OH. 44146",AVERAGE,ATTACHED,No,7500,11/7/1990,65900,7/5/1988,40000
81135022,3,1,1320,91900,0,1954,C / AVERAGE,63 AVALON DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,N/A,7500,6/26/2001,0,6/26/2001,0
81135023,6,2,1976,78800,0,1924,C / AVERAGE,67 AVALON DR,"BEDFORD, OH. 44146",FAIR,DETACHED,No,7500,9/8/1978,30000,1/1/1975,0
81135024,2,1,861,73200,0,1920,C / AVERAGE,71 AVALON DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,7500,11/24/1978,0,8/10/1977,19100
